TimeStamp, RightEyeX, RightEyeY, LeftEyeX, LeftEyeY
2021-05-21 22:26:04.0,10.3,5.1,9.090361445783133,5.054216867469879
2021-05-21 22:25:57.0,11.406451612903226,4.767741935483871,11.149068322981366,4.801242236024844
2021-05-21 22:26:10.0,10.3,5.1,9.804195804195805,4.4475524475524475
2021-05-21 22:26:01.0,11.017964071856287,4.616766467065868,9.781954887218046,4.075187969924812
2021-05-21 22:25:59.0,6.863414634146341,6.4731707317073175,5.958083832335329,5.92814371257485
2021-05-21 22:26:11.0,10.446236559139784,5.741935483870968,8.076923076923077,5.06508875739645
2021-05-21 22:25:55.0,10.387254901960784,6.455882352941177,9.157142857142857,6.9523809523809526
2021-05-21 22:25:57.0,12.402173913043478,5.891304347826087,11.834905660377359,6.122641509433962
2021-05-21 22:26:10.0,10.238709677419354,5.116129032258065,8.39516129032258,4.516129032258065
2021-05-21 22:26:03.0,10.798245614035087,6.7631578947368425,10.031390134529149,6.860986547085202
2021-05-21 22:25:59.0,6.863414634146341,6.4731707317073175,5.958083832335329,5.92814371257485
2021-05-21 22:26:03.0,12.050420168067227,6.743697478991597,10.08296943231441,7.397379912663755
2021-05-21 22:26:12.0,11.237113402061855,3.8762886597938144,10.153846153846153,4.5673076923076925
2021-05-21 22:26:13.0,10.32,3.2666666666666666,7.628205128205129,3.1666666666666665
2021-05-21 22:25:56.0,10.443877551020408,6.428571428571429,9.95609756097561,6.331707317073171
2021-05-21 22:26:07.0,8.929577464788732,3.4788732394366195,9.276923076923078,2.4153846153846152
2021-05-21 22:26:08.0,10.380530973451327,4.911504424778761,7.725,4.025
2021-05-21 22:26:12.0,11.662650602409638,5.078313253012048,8.861313868613138,4.649635036496351
2021-05-21 22:26:00.0,7.603092783505154,5.463917525773196,6.722543352601156,5.468208092485549
2021-05-21 22:26:05.0,10.741935483870968,5.532258064516129,8.0,4.872727272727273
2021-05-21 22:26:01.0,10.81081081081081,5.021621621621621,8.283950617283951,4.45679012345679
2021-05-21 22:26:05.0,6.695652173913044,1.891304347826087,6.5,2.0
2021-05-21 22:26:07.0,9.54954954954955,3.5585585585585586,9.91139240506329,2.481012658227848
2021-05-21 22:26:01.0,10.931034482758621,4.3310344827586205,11.2,4.76
2021-05-21 22:25:57.0,10.16,3.98,8.203125,3.90625
2021-05-21 22:26:09.0,10.005988023952096,5.377245508982036,9.476683937823834,5.616580310880829
2021-05-21 22:26:11.0,10.8,5.216,7.7894736842105265,4.706766917293233
2021-05-21 22:26:02.0,11.077294685990339,6.251207729468599,9.261306532663317,6.437185929648241
2021-05-21 22:26:10.0,9.779761904761905,5.101190476190476,8.75177304964539,4.617021276595745
2021-05-21 22:26:01.0,10.893805309734514,6.199115044247788,8.728323699421965,5.722543352601156
2021-05-21 22:26:10.0,10.777777777777779,4.658730158730159,7.683168316831683,4.306930693069307
2021-05-21 22:26:04.0,10.305555555555555,5.055555555555555,8.070866141732283,4.574803149606299
2021-05-21 22:26:00.0,7.603092783505154,5.463917525773196,6.722543352601156,5.468208092485549
2021-05-21 22:25:59.0,7.592783505154639,5.479381443298969,6.341463414634147,5.548780487804878
2021-05-21 22:26:00.0,10.363636363636363,4.454545454545454,7.02,4.4
2021-05-21 22:26:01.0,10.81081081081081,5.021621621621621,8.283950617283951,4.45679012345679
2021-05-21 22:25:56.0,10.16,3.98,8.203125,3.90625
