TimeStamp, RightEyeX, RightEyeY, LeftEyeX, LeftEyeY
2021-06-30 20:39:38.0,8.703448275862069,4.855172413793103,9.555555555555555,5.251461988304094
2021-06-30 20:39:51.0,9.984848484848484,5.484848484848484,10.731884057971014,5.434782608695652
2021-06-30 20:39:54.0,11.314516129032258,5.475806451612903,10.761904761904763,5.0
2021-06-30 20:39:32.0,6.741935483870968,1.903225806451613,7.396825396825397,2.111111111111111
2021-06-30 20:39:55.0,10.895522388059701,5.425373134328358,11.272,5.408
2021-06-30 20:39:56.0,9.65,5.364285714285714,8.936305732484076,5.471337579617835
2021-06-30 20:39:47.0,9.385245901639344,5.557377049180328,10.353741496598639,5.585034013605442
2021-06-30 20:40:07.0,8.396825396825397,3.6825396825396823,7.508620689655173,4.0
2021-06-30 20:39:46.0,8.93233082706767,5.466165413533835,9.716535433070867,4.9763779527559056
2021-06-30 20:39:52.0,10.314516129032258,5.475806451612903,11.01526717557252,5.511450381679389
2021-06-30 20:40:01.0,7.794871794871795,4.32051282051282,6.333333333333333,4.886666666666667
2021-06-30 20:39:43.0,5.53125,1.40625,8.0,1.5
2021-06-30 20:39:46.0,9.40983606557377,5.532786885245901,9.79054054054054,5.9391891891891895
2021-06-30 20:40:05.0,10.21551724137931,5.025862068965517,11.31081081081081,5.5
2021-06-30 20:39:33.0,8.861788617886178,4.739837398373984,9.45138888888889,5.284722222222222
2021-06-30 20:39:47.0,10.4609375,6.1796875,11.426751592356688,6.165605095541402
2021-06-30 20:39:32.0,7.2734375,4.5859375,7.5,5.233766233766234
2021-06-30 20:39:53.0,10.314516129032258,5.475806451612903,11.434482758620689,5.531034482758621
2021-06-30 20:39:40.0,8.6640625,4.8671875,10.888059701492537,5.447761194029851
2021-06-30 20:39:40.0,7.918918918918919,4.297297297297297,8.69047619047619,4.634920634920635
2021-06-30 20:39:49.0,10.89655172413793,6.068965517241379,11.281481481481482,6.0
2021-06-30 20:39:53.0,11.15625,5.4375,10.808823529411764,5.5
2021-06-30 20:40:07.0,8.169354838709678,4.564516129032258,8.357664233576642,4.2773722627737225
