TimeStamp, RightEyeX, RightEyeY, LeftEyeX, LeftEyeY
2021-06-16 13:08:01.0,5.271739130434782,3.380434782608696,4.276315789473684,3.3552631578947367
2021-06-16 13:08:09.0,8.645833333333334,4.208333333333333,8.352941176470589,4.100840336134453
2021-06-16 13:08:12.0,6.918367346938775,3.1020408163265305,5.170454545454546,3.4204545454545454
2021-06-16 13:07:52.0,5.705882352941177,4.867647058823529,5.643939393939394,4.6893939393939394
2021-06-16 13:08:02.0,5.2023809523809526,3.5595238095238093,4.658536585365853,3.3292682926829267
2021-06-16 13:08:10.0,6.576388888888889,4.694444444444445,5.772357723577236,4.300813008130081
2021-06-16 13:08:07.0,7.387387387387387,4.675675675675675,8.746031746031745,4.817460317460317
2021-06-16 13:08:24.0,8.327433628318584,4.761061946902655,8.721739130434782,4.339130434782609
2021-06-16 13:07:58.0,6.371428571428571,3.357142857142857,5.725806451612903,4.338709677419355
2021-06-16 13:08:23.0,4.87012987012987,3.7662337662337664,4.773809523809524,3.369047619047619
2021-06-16 13:08:25.0,8.572649572649572,5.239316239316239,8.838709677419354,4.887096774193548
2021-06-16 13:08:04.0,7.740384615384615,4.778846153846154,8.409090909090908,4.628787878787879
2021-06-16 13:07:52.0,5.836538461538462,4.605769230769231,5.503875968992248,4.705426356589148
2021-06-16 13:07:54.0,6.373831775700935,4.420560747663552,5.553030303030303,4.765151515151516
2021-06-16 13:08:25.0,8.833333333333334,4.764705882352941,8.243478260869566,4.8
2021-06-16 13:08:35.0,6.327586206896552,3.0517241379310347,5.8307692307692305,2.8615384615384616
2021-06-16 13:08:28.0,8.441666666666666,5.241666666666666,8.289473684210526,4.842105263157895
2021-06-16 13:08:01.0,5.32258064516129,3.4193548387096775,4.324675324675325,3.4025974025974026
2021-06-16 13:08:19.0,2.5,1.0,4.0,0.8823529411764706
2021-06-16 13:08:21.0,6.733333333333333,4.45,6.442028985507246,4.572463768115942
